config,target,segment,h,wis,mae,wape,mase,cov80,cov60,n,rel_wis_vs_snaive
tfm_expanding,rods_ili_pct,post_covid,4,0.8180705878051318,1.0398860193074038,0.0936886481965217,0.33107131677244345,0.8089171974522293,0.5605095541401274,157,0.4083800872383238
tfm_expanding_log1p,rods_ili_pct,post_covid,1,0.38986722278507924,0.47909325584796464,0.04303608773065483,0.1524805022708895,0.7467532467532467,0.5324675324675324,154,0.19562974519281626
tfm_expanding_log1p,rods_ili_pct,post_covid,2,0.600904189738223,0.7638409693124105,0.06869004205874485,0.24325181007223495,0.7677419354838709,0.5161290322580645,155,0.3012024262391206
tfm_expanding_log1p,rods_ili_pct,post_covid,3,0.7521852028130854,0.9625620056641347,0.0866436051527663,0.3066330032143579,0.7884615384615384,0.532051282051282,156,0.37673921341729916
tfm_expanding_log1p,rods_ili_pct,post_covid,4,0.8368708263367814,1.082240761791039,0.09750460349770602,0.344821564704226,0.8343949044585988,0.5859872611464968,157,0.41776514907296985
tfm_expanding_sym,rods_ili_pct,post_covid,1,0.3875229630427818,0.474844354353721,0.04265441653150272,0.15120645139253883,0.7792207792207793,0.5844155844155844,154,0.1944534294903181
tfm_expanding_sym,rods_ili_pct,post_covid,2,0.5888876995058595,0.7448486755793196,0.06698211919557033,0.2371312596460302,0.7870967741935484,0.535483870967742,155,0.29517917648537306
tfm_expanding_sym,rods_ili_pct,post_covid,3,0.7225845452648753,0.914813745618556,0.08234561565621819,0.29130277385101994,0.7948717948717948,0.5769230769230769,156,0.36191343859529873
tfm_expanding_sym,rods_ili_pct,post_covid,4,0.8040592050954096,1.0231952805261568,0.09218489420350448,0.3257631280287466,0.821656050955414,0.5923566878980892,157,0.40138561783846705
tfm_slide156,rods_ili_pct,post_covid,1,0.40145798347383066,0.49127450334751077,0.044130307341681135,0.15615805726268817,0.7402597402597403,0.5909090909090909,154,0.2014458216096361
tfm_slide156,rods_ili_pct,post_covid,2,0.5998486693366559,0.7506075781748203,0.06750000089790066,0.23870928104848468,0.7870967741935484,0.567741935483871,155,0.30067334804108803
tfm_slide156,rods_ili_pct,post_covid,3,0.7448186414006416,0.9437909508638231,0.08495395622537384,0.30013511823689315,0.782051282051282,0.5897435897435898,156,0.37304960008572186
tfm_slide156,rods_ili_pct,post_covid,4,0.8369060804775315,1.083842619281156,0.097648923028949,0.3442708980374871,0.8089171974522293,0.535031847133758,157,0.41778274790770326
tfm_slide260,rods_ili_pct,post_covid,1,0.39081234605948423,0.4772167726284717,0.04286752660925839,0.15191452516877918,0.7662337662337663,0.5454545454545454,154,0.1961039944103494
tfm_slide260,rods_ili_pct,post_covid,2,0.592887025339037,0.7431795410814602,0.06683201868582303,0.23656150827298653,0.7677419354838709,0.535483870967742,155,0.2971838332423823
tfm_slide260,rods_ili_pct,post_covid,3,0.7311993463460031,0.9283861237774996,0.08356731334142463,0.29539280124397826,0.7564102564102564,0.5448717948717948,156,0.36622824480381316
tfm_slide260,rods_ili_pct,post_covid,4,0.8192960618793322,1.0465812763927491,0.09429185813877283,0.33277914145666343,0.7898089171974523,0.5095541401273885,157,0.4089918427723701
